Country,Country Code,Year,Mental disorders,% Eating disorders,% Anxiety disorders,% Drug disorders,% Depressive disorders,%HappyPeople,Annual working hours per worker,GDP,Depressive disorders,Physical Activity,Drug use,Smoking,Life satisfaction,% people who are happy_y,Population,Productivity per hour worked,Region 1,Region 2,Continent,Paid work,Education,Care for household members ,Housework,Shopping,Other unpaid work & volunteering,Sleep,Eating and drinking,Personal care,Sports,Attending events,Seeing friends,TV and Radio,Other leisure activities
Kenya,KEN,1998,0.1264,0.001,0.0343,0.0027,0.052,,,2272.3665,0.052,3346.8,382071.51,221774.97,,,29137380.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Kiribati,KIR,1998,0.1215,0.0007,0.0411,0.0067,0.0314,,,,0.0314,374.79,305.19,5803.27,,,85817.0,,Micronesia,,Oceania,,,,,,,,,,,,,,
Kuwait,KWT,1998,0.1369,0.0034,0.0451,0.004,0.0421,,,47770.168,0.0421,5933.82,2663.04,24307.9,,,1819553.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Kyrgyzstan,KGZ,1998,0.1159,0.0009,0.0215,0.0056,0.0376,,,2427.8135,0.0376,6812.34,20868.71,153131.91,,,4810415.0,,Central Asia,,Asia,,,,,,,,,,,,,,
Laos,LAO,1998,0.1267,0.0007,0.0436,0.0047,0.0293,,,1845.5016,0.0293,3761.33,6282.98,144582.3,,,5246922.0,,,,,,,,,,,,,,,,,,
Latvia,LVA,1998,0.1319,0.0014,0.0402,0.0145,0.0449,,1975.9045,10657.002,0.0449,12773.93,19805.23,168028.88,,0.68833336,2462333.0,13.3560705,Northern Europe,,Europe,316.55785239539,13.3805744792769,15.0,129.983208711424,15.851147895987,39.3383775128274,512.28976055897,88.8673209536938,40.139126199078,24.9906312795239,4.79630082605192,35.084831672703,123.297316798906,80.6722335381973
Lebanon,LBN,1998,0.1671,0.002,0.0615,0.0051,0.0514,,,4001.9006,0.0514,18751.21,8433.5,109916.71,,,4178786.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Lesotho,LSO,1998,0.1302,0.0009,0.036,0.0058,0.0531,,,2403.7263,0.0531,1568.48,13075.24,48742.59,,,1985651.0,,Southern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Liberia,LBR,1998,0.1278,0.0006,0.0344,0.0037,0.0457,,,609.59265,0.0457,2017.72,3611.0,17903.72,,,2639227.0,,Western Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Libya,LBY,1998,0.1481,0.0025,0.0537,0.0051,0.0448,,,,0.0448,12615.95,9852.93,56126.81,,,4980968.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Lithuania,LTU,1998,0.1375,0.0014,0.0461,0.0068,0.0461,,1779.5939,10837.324,0.0461,15537.98,14236.86,177536.78,,0.5470763,3665514.0,14.452004,Northern Europe,,Europe,303.647286983591,11.5678631773108,19.0,154.418287326969,17.2769022801563,41.5086475782979,503.068938418063,88.2054049757886,54.2643061197636,15.9622240010951,1.34694427718498,31.7824607910675,136.784337352373,60.7308365857219
Luxembourg,LUX,1998,0.1534,0.0054,0.0587,0.0147,0.0403,0.88412285,1593.3136,54626.34,0.0403,1170.15,2605.37,18828.96,,,423579.0,61.02755,Western Europe,,Europe,247.225461265374,37.4626732313631,20.0,107.930132115842,23.030768700503,42.1755764657223,518.173357301369,112.2223273917,55.272546259104,33.2370820507518,12.4419954980393,32.301265480461,116.073319917597,82.3320368322953
Madagascar,MDG,1998,0.1286,0.0009,0.0387,0.0034,0.0486,,,1232.3171,0.0486,3491.2,10406.3,194987.26,,,15250936.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Malawi,MWI,1998,0.1251,0.0007,0.0376,0.0035,0.0431,,,980.3685,0.0431,2624.76,28452.13,123512.13,,,10732462.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Malaysia,MYS,1998,0.1159,0.0013,0.0467,0.0056,0.0324,,2249.4648,11568.118,0.0324,36195.08,99598.76,424071.5,,,21810542.0,13.057715,South-eastern Asia,,Asia,,,,,,,,,,,,,,
Maldives,MDV,1998,0.1176,0.001,0.0373,0.0051,0.0353,,,8492.197,0.0353,367.5,412.96,4779.22,,,273806.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Mali,MLI,1998,0.105,0.0008,0.0265,0.0026,0.0356,,,1292.2141,0.0356,4668.82,10992.54,53242.02,,,10620471.0,,Western Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Malta,MLT,1998,0.1568,0.0038,0.0685,0.009,0.0338,,2277.3828,20159.824,0.0338,2501.81,1211.62,15077.39,,,392487.0,23.294172,Southern Europe,,Europe,,,,,,,,,,,,,,
Marshall Islands,MHL,1998,0.1188,0.0008,0.0407,0.0073,0.0304,,,,0.0304,155.04,144.6,1174.82,,,53186.0,,Micronesia,,Oceania,,,,,,,,,,,,,,
Mauritania,MRT,1998,0.1061,0.001,0.0277,0.0034,0.0375,,,3339.2522,0.0375,4781.51,1989.98,21212.54,,,2550504.0,,Western Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mauritius,MUS,1998,0.1252,0.0012,0.0394,0.0066,0.0443,,,16652.344,0.0443,3671.09,4690.8,32091.45,,,1194879.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mexico,MEX,1998,0.1134,0.0024,0.0327,0.0053,0.0329,,2168.0,13815.467,0.0329,119408.29,179561.43,1036740.35,,0.66116753,94767288.0,17.368303,Central America,Latin America and the Caribbean,North America,302.333564,45.29898,38.211547,187.3759,14.17935,45.56969,498.6954,77.00255,57.88589,13.57335,7.206197,44.15583,65.65993,41.33212
Micronesia (country),FSM,1998,0.1188,0.0008,0.0407,0.0078,0.0307,,,,0.0307,449.62,346.81,4313.59,,,111424.0,,,,,,,,,,,,,,,,,,
Moldova,MDA,1998,0.1331,0.001,0.0434,0.0071,0.0372,,,2840.9084,0.0372,11183.33,26460.63,189303.31,,0.4339431,4353535.0,,,,,,,,,,,,,,,,,,
Monaco,MCO,1998,0.1589,0.008,0.0597,0.0108,0.0445,,,,0.0445,208.84,89.5,2081.47,,,32234.0,,Western Europe,,Europe,,,,,,,,,,,,,,
Mongolia,MNG,1998,0.1167,0.001,0.022,0.0056,0.0424,,,2734.5671,0.0424,2458.08,8077.13,68843.3,,,2405156.0,,Eastern Asia,,Asia,,,,,,,,,,,,,,
Montenegro,MNE,1998,0.1178,0.0013,0.0391,0.0064,0.0305,,,8604.232,0.0305,1086.99,1311.07,38054.34,,0.69166664,633912.0,,Southern Europe,,Europe,,,,,,,,,,,,,,
Morocco,MAR,1998,0.1606,0.0016,0.0483,0.0044,0.0535,,,5535.1978,0.0535,113243.99,52337.31,473299.71,,,27791828.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Mozambique,MOZ,1998,0.1365,0.0006,0.0398,0.0033,0.0492,,,820.5415,0.0492,3254.3,20605.97,159125.57,,,16923202.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Myanmar,MMR,1998,0.1208,0.0006,0.0388,0.0054,0.0217,,2444.3064,1153.1647,0.0217,49620.8,213373.69,1992600.25,,,44516188.0,1.1736172,South-eastern Asia,,Asia,,,,,,,,,,,,,,
Namibia,NAM,1998,0.1105,0.0014,0.035,0.0074,0.0378,,,5961.859,0.0378,3277.0,9999.77,31984.49,,,1735959.0,,Southern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Nauru,NRU,1998,0.1169,0.0011,0.0409,0.0073,0.0323,,,,0.0323,31.73,33.18,486.61,,,10400.0,,Micronesia,,Oceania,,,,,,,,,,,,,,
Nepal,NPL,1998,0.1395,0.0009,0.0301,0.0038,0.0493,,,1511.2021,0.0493,11758.76,31313.61,581351.76,,,23703330.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Netherlands,NLD,1998,0.166,0.0033,0.0763,0.012,0.0389,0.94638535,1478.7218,36453.566,0.0389,20566.2,38632.16,825876.52,,,15722601.0,49.452793,Western Europe,,Europe,217.630356318106,25.1566764583058,21.5730361814749,104.93934061698,28.2024906217988,46.1431697070717,502.776318748193,114.308190355176,64.5061109108366,22.399997144601,6.64491899589893,72.5618568659854,112.522823561325,100.634398278194
New Zealand,NZL,1998,0.1862,0.0059,0.0818,0.0184,0.0393,,1824.1101,27843.195,0.0393,9288.0,14231.33,132210.73,,0.94970665,3810047.0,33.185,Australia and New Zealand,,Oceania,241.0,29.0,30.0,110.0,24.0,59.0,526.0,80.0,42.0,17.0,6.0,69.0,124.0,85.0
Nicaragua,NIC,1998,0.1309,0.0015,0.0437,0.0044,0.0346,,,3840.3413,0.0346,1545.05,5326.08,28142.88,,,4974551.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Niger,NER,1998,0.1133,0.0007,0.0285,0.0028,0.0421,,,1131.9476,0.0421,3849.0,9240.15,33026.12,,,10854919.0,,Western Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Nigeria,NGA,1998,0.114,0.001,0.0289,0.0028,0.0452,,,476.04352,0.0452,76083.52,499971.53,505307.62,,0.84464554,116690528.0,,Western Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Niue,NIU,1998,0.1182,0.0011,0.0416,0.0076,0.033,,,,0.033,13.61,6.59,92.75,,,2230.0,,Polynesia,,Oceania,,,,,,,,,,,,,,
North Korea,PRK,1998,0.1156,0.0007,0.0379,0.0058,0.0295,,,,0.0295,23468.54,81316.57,852627.58,,,23023642.0,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,1998,0.1162,0.0013,0.0381,0.0042,0.0284,,,6800.1895,0.0284,5244.29,3766.64,133810.63,,0.62311562,2012844.0,,Southern Europe,,Europe,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,1998,0.1106,0.0017,0.0418,0.0079,0.0282,,,,0.0282,102.76,236.04,1233.92,,,68516.0,,Micronesia,,Oceania,,,,,,,,,,,,,,
Norway,NOR,1998,0.1586,0.0046,0.0744,0.0108,0.0325,,1475.7112,41572.94,0.0325,18441.8,27367.41,183213.37,,0.94321213,4431672.0,54.6418,Northern Europe,,Europe,200.78622,40.478844,23.0,82.88683,20.44092,76.614153,492.1239,79.37977,55.76926,20.90907,8.056627,57.0152,128.6927,153.5697
Oman,OMN,1998,0.1366,0.0026,0.0474,0.0031,0.0403,,,13420.698,0.0403,8152.91,2593.96,27666.36,,,2279727.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Pakistan,PAK,1998,0.1244,0.001,0.0341,0.0053,0.0405,,2177.5776,2880.3252,0.0405,218787.56,327599.39,3378106.92,,0.78581169,145476112.0,5.3142533,Southern Asia,,Asia,,,,,,,,,,,,,,
Palau,PLW,1998,0.1162,0.0012,0.041,0.0077,0.0326,,,,0.0326,75.99,57.27,728.92,,,18869.0,,Micronesia,,Oceania,,,,,,,,,,,,,,
Palestine,PSE,1998,0.1876,0.0015,0.0567,0.0042,0.0704,,,3954.3655,0.0704,7796.54,2720.69,37668.14,,,2950926.0,,,,,,,,,,,,,,,,,,
Panama,PAN,1998,0.1194,0.0022,0.0366,0.0063,0.0309,,,9551.403,0.0309,1043.09,3490.35,23947.08,,,2885179.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Papua New Guinea,PNG,1998,0.1193,0.0008,0.0399,0.0066,0.032,,,,0.032,7283.21,7883.64,122208.12,,,5138838.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
Paraguay,PRY,1998,0.1544,0.002,0.0641,0.0071,0.0366,,,5850.6387,0.0366,3310.31,8360.85,72484.61,,,4923454.0,,South America,Latin America and the Caribbean,South America,,,,,,,,,,,,,,
Peru,PER,1998,0.1385,0.0027,0.0567,0.0088,0.0247,,2104.9927,5261.916,0.0247,12575.13,57970.43,98886.44,,0.6284063,25818228.0,6.0912576,South America,Latin America and the Caribbean,South America,,,,,,,,,,,,,,
Philippines,PHL,1998,0.1217,0.0009,0.0459,0.0056,0.0294,,2105.0266,4727.5693,0.0294,22540.22,98029.71,1743141.67,,0.925,74491928.0,6.0739584,South-eastern Asia,,Asia,,,,,,,,,,,,,,
Poland,POL,1998,0.1076,0.0014,0.0335,0.0086,0.0247,,2081.7954,14005.399,0.0247,135301.01,93274.46,2486551.07,,0.85255852,38379992.0,17.336582,Eastern Europe,,Europe,229.279299471607,30.307877310279,38.0,135.307415313076,25.0228297949979,38.5093514739224,508.940664897936,90.7184313796455,57.4597278760614,23.2448354507718,2.81459495993156,45.1370103305674,121.836563898405,93.1213832904991
Portugal,PRT,1998,0.1893,0.004,0.0856,0.0077,0.0561,0.5941748,1909.1866,22217.99,0.0561,51223.09,44636.26,392467.51,,,10179419.0,24.190683,Southern Europe,,Europe,258.797202797203,36.2517482517483,17.1188811188811,161.118881118881,15.1048951048951,35.2447552447552,505.51048951049,111.776223776224,58.4055944055944,12.0839160839161,10.5734265734266,43.8041958041958,113.79020979021,60.4195804195804
Puerto Rico,PRI,1998,0.1414,0.003,0.0465,0.0135,0.0308,,,,0.0308,21217.37,28693.25,73586.08,,0.90799652,3785240.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Qatar,QAT,1998,0.1387,0.0033,0.0458,0.0045,0.0449,,,37149.645,0.0449,1928.07,1113.63,6322.07,,,581004.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Romania,ROU,1998,0.1123,0.0013,0.0342,0.0035,0.0284,,1859.1493,8288.081,0.0284,70298.88,90209.91,1484365.48,,0.5609362,22161240.0,9.025296,Eastern Europe,,Europe,,,,,,,,,,,,,,
Russia,RUS,1998,0.1163,0.0014,0.0337,0.0141,0.0351,,1946.0,9022.709,0.0351,491813.32,1410558.03,9226791.2,,0.50196083,147672720.0,10.657077,,,,,,,,,,,,,,,,,
Rwanda,RWA,1998,0.1393,0.0007,0.036,0.004,0.0588,,,955.7566,0.0588,1701.64,8473.39,141645.91,,,7914653.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Saint Kitts and Nevis,KNA,1998,0.1499,0.0026,0.0443,0.0086,0.0415,,,15233.102,0.0415,220.48,88.21,515.04,,,44256.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Saint Lucia,LCA,1998,0.1424,0.0021,0.044,0.012,0.0336,,,9878.517,0.0336,507.82,240.57,1971.1,,,156872.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,VCT,1998,0.1418,0.0019,0.0434,0.0091,0.0332,,,7478.2593,0.0332,433.72,189.96,1114.14,,,114177.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Samoa,WSM,1998,0.1177,0.0009,0.041,0.01,0.0304,,,,0.0304,576.01,396.39,5787.22,,,180392.0,,Polynesia,,Oceania,,,,,,,,,,,,,,
San Marino,SMR,1998,0.1583,0.0054,0.0601,0.0106,0.0447,,,,0.0447,71.71,69.62,833.64,,,26020.0,,Southern Europe,,Europe,,,,,,,,,,,,,,
Sao Tome and Principe,STP,1998,0.1083,0.001,0.0309,0.0035,0.037,,,2066.2236,0.037,93.22,117.57,748.56,,,139801.0,,Middle Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Saudi Arabia,SAU,1998,0.1332,0.0026,0.0455,0.0033,0.0416,,,18115.555,0.0416,52639.3,27127.16,189164.56,,,20472576.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Senegal,SEN,1998,0.1091,0.001,0.0292,0.0034,0.04,,,2722.158,0.04,7963.79,10243.58,78212.93,,,9261531.0,,Western Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Serbia,SRB,1998,0.1162,0.0012,0.0354,0.0044,0.0322,,,6495.402,0.0322,29209.42,22531.42,697012.09,,0.69921875,7985509.0,,Southern Europe,,Europe,,,,,,,,,,,,,,
Seychelles,SYC,1998,0.1093,0.0014,0.0387,0.0095,0.0286,,,21590.629,0.0286,120.01,291.87,2145.86,,,77683.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Sierra Leone,SLE,1998,0.1216,0.0008,0.0364,0.0035,0.0433,,,1174.2332,0.0433,2778.61,3995.63,49960.52,,,4449981.0,,Western Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Slovakia,SVK,1998,0.1156,0.0015,0.037,0.0082,0.0309,,1821.8607,16655.459,0.0309,14734.37,19174.5,278717.03,,0.71415527,5371086.0,23.097233,Eastern Europe,,Europe,,,,,,,,,,,,,,
Slovenia,SVN,1998,0.1222,0.0017,0.0366,0.0083,0.0394,,1728.2947,22187.86,0.0394,3564.31,6566.84,93005.78,,0.73783516,1988287.0,28.589737,Southern Europe,,Europe,226.685159500693,37.9472954230236,20.9708737864078,165.769764216366,17.9750346740638,31.9556171983356,501.30374479889,85.88072122052711,40.9431345353675,31.9556171983356,4.99306518723994,61.9140083217753,119.833564493759,91.872399445215
Solomon Islands,SLB,1998,0.1213,0.0007,0.0401,0.0071,0.0313,,,,0.0313,1168.7,1360.58,21102.99,,,408151.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
Somalia,SOM,1998,0.1419,0.0005,0.0337,0.0034,0.0493,,,,0.0493,1705.12,5971.97,125894.99,,,8056861.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
South Africa,ZAF,1998,0.1172,0.0015,0.0393,0.016,0.0418,,,9515.998,0.0418,107591.95,421256.04,1422822.86,,0.7833049,45852172.0,,Southern Africa,Sub-Saharan Africa,Africa,188.80248,38.81066,17.751245,130.3051,9.480088,40.9096787,553.1417,72.38531,69.55183,5.085051,5.107705,82.14614,131.7347,81.8246
South Sudan,SSD,1998,0.1302,0.0014,0.0484,0.0035,0.0471,,,,0.0471,1221.65,5101.04,56872.2,,,5699437.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Spain,ESP,1998,0.1695,0.0055,0.0474,0.0186,0.0414,0.72416901,1751.1058,25756.809,0.0414,149596.13,216377.02,1721791.34,,0.86540047,40362356.0,39.347706,Southern Europe,,Europe,175.7783,26.236303,35.0,115.8587,25.44376,53.7303815,515.6619,125.5582,50.57229,41.87796,9.211836,50.7935,129.4404,84.72557
Sri Lanka,LKA,1998,0.1197,0.0009,0.0398,0.0062,0.0332,,1910.4878,4893.983,0.0332,16281.2,37837.76,334176.71,,,18560806.0,7.8684635,Southern Asia,,Asia,,,,,,,,,,,,,,
Sudan,SDN,1998,0.1669,0.0012,0.0479,0.0027,0.0464,,,2106.273,0.0464,146380.28,48203.49,391613.12,,,25029146.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Suriname,SUR,1998,0.1525,0.002,0.0422,0.007,0.0472,,,7539.521,0.0472,1118.75,808.0,8480.49,,,461754.0,,South America,Latin America and the Caribbean,South America,,,,,,,,,,,,,,
Sweden,SWE,1998,0.1542,0.0047,0.052,0.0062,0.0462,0.92729126,1655.1837,35369.71,0.0462,29211.55,20544.11,343737.55,,0.93954407,8828629.0,45.998344,Northern Europe,,Europe,262.187136990862,31.2197347841134,32.5364895089942,107.159879537262,23.4557433148035,33.3470614167565,482.700986769943,82.53561762069,57.2329210297313,34.3439450802174,8.8201251062108,52.7031880998249,113.294143192852,112.323171034108
Switzerland,CHE,1998,0.1729,0.0053,0.0714,0.0179,0.0464,,1695.5344,45515.742,0.0464,26767.65,42887.72,278453.95,,0.94719467,7108225.0,49.182507,Western Europe,,Europe,,,,,,,,,,,,,,
Syria,SYR,1998,0.1591,0.0016,0.0554,0.0027,0.042,,,1341.4377,0.042,60819.35,15308.51,315088.58,,,15500556.0,,,,,,,,,,,,,,,,,,
Taiwan,TWN,1998,0.1063,0.0015,0.04,0.0064,0.0268,,2192.3232,32852.164,0.0268,29683.73,94340.22,569269.22,,0.90874031,21913670.0,34.718487,,,,,,,,,,,,,,,,,
Tajikistan,TJK,1998,0.1127,0.0008,0.0246,0.0043,0.03,,,1478.4729,0.03,5106.4,11833.35,108440.83,,,6156815.0,,Central Asia,,Asia,,,,,,,,,,,,,,
Tanzania,TZA,1998,0.1275,0.0009,0.0373,0.0043,0.0481,,,1091.6255,0.0481,6231.09,95699.81,432141.91,,,32626500.0,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,0.1243,0.0011,0.034,0.0086,0.0299,,2533.8186,7417.9507,0.0299,50621.68,560662.9,1501473.68,,,61745216.0,5.889067,South-eastern Asia,,Asia,,,,,,,,,,,,,,
Timor,TLS,1998,0.117,0.0008,0.0371,0.0051,0.0301,,,,0.0301,356.27,2142.36,11738.37,,,855421.0,,,,,,,,,,,,,,,,,,
Togo,TGO,1998,0.1214,0.0009,0.0356,0.0023,0.0449,,,1533.0375,0.0449,2275.93,10369.01,50510.92,,,4728298.0,,Western Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Tokelau,TKL,1998,0.1204,0.0009,0.0415,0.0073,0.0329,,,,0.0329,6.52,3.4,47.55,,,1658.0,,Polynesia,,Oceania,,,,,,,,,,,,,,
Tonga,TON,1998,0.1149,0.0009,0.0413,0.0079,0.028,,,,0.028,289.76,293.43,2575.9,,,101360.0,,Polynesia,,Oceania,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,1998,0.1447,0.0022,0.0391,0.008,0.0408,,1630.5153,10179.686,0.0408,8948.91,2214.16,30493.38,,,1322582.0,16.4345,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Tunisia,TUN,1998,0.1622,0.0018,0.0519,0.0034,0.0529,,,9169.98,0.0529,13499.84,14879.56,202839.71,,,9677147.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Turkey,TUR,1998,0.1447,0.0023,0.0435,0.0032,0.0419,,1884.0,13048.847,0.0419,206956.75,85188.59,2104563.26,,0.8982695,62242200.0,20.888668,Western Asia,,Asia,217.02784,29.04144,28.504801,123.8981,13.95561,59.82774,514.5817,117.5817,49.63329,9.465469,2.58051,68.12016,124.0316,81.53299
Turkmenistan,TKM,1998,0.1101,0.0011,0.0239,0.0049,0.0335,,,7170.5137,0.0335,6080.28,16925.78,126415.37,,,4431523.0,,Central Asia,,Asia,,,,,,,,,,,,,,
Tuvalu,TUV,1998,0.1224,0.0008,0.0416,0.0072,0.0329,,,,0.0329,41.77,27.58,460.96,,,9656.0,,Polynesia,,Oceania,,,,,,,,,,,,,,
Uganda,UGA,1998,0.1552,0.0008,0.0391,0.0045,0.076,,,1217.1014,0.076,4107.63,26986.67,166649.51,,,22537658.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Ukraine,UKR,1998,0.1288,0.0011,0.0314,0.0082,0.0484,,,4978.7734,0.0484,160384.83,375693.79,3583671.09,,0.45891144,49745868.0,,Eastern Europe,,Europe,,,,,,,,,,,,,,
United Arab Emirates,ARE,1998,0.1248,0.0034,0.0433,0.0062,0.0395,,,94212.88,0.0395,10198.55,13047.83,36557.23,,,2921135.0,,Western Asia,,Asia,,,,,,,,,,,,,,
United Kingdom,GBR,1998,0.149,0.004,0.0473,0.0192,0.0464,0.85392799,1716.9994,32121.951,0.0464,294865.92,288686.91,3602021.26,,0.90210434,58438320.0,41.010826,,,,235.493233853676,26.7716760142515,32.0535067673879,103.621968656365,29.4123862027666,62.452037288484,508.110579040865,79.2521739459795,57.8416213559256,19.3623153980204,7.01340772876426,47.4283176513042,133.319185904372,98.4077098323293
United States,USA,1998,0.175,0.0049,0.0677,0.0249,0.0484,,1839.1962,46967.6,0.0484,873376.4,2592561.69,13474033.15,,0.93255516,275835008.0,52.246185,,,,251.137774,31.41891,30.61828,99.90052,22.01328,65.190475,528.0195,62.74767,57.43851,17.94654,8.225513,43.54368,148.3084,73.49092
United States Virgin Islands,VIR,1998,0.1429,0.0033,0.0449,0.0089,0.0339,,,,0.0339,318.46,312.29,1730.95,,,106879.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Uruguay,URY,1998,0.1371,0.0032,0.0541,0.0133,0.0275,,1736.6646,13176.195,0.0275,5921.85,13397.63,136745.07,,0.80299995,3262676.0,17.478636,South America,Latin America and the Caribbean,South America,,,,,,,,,,,,,,
Uzbekistan,UZB,1998,0.1103,0.0009,0.0212,0.0042,0.0341,,,4403.29,0.0341,34171.01,69934.47,388247.02,,,24256774.0,,Central Asia,,Asia,,,,,,,,,,,,,,
Vanuatu,VUT,1998,0.119,0.0008,0.0402,0.0059,0.0312,,,,0.0312,234.07,469.91,4413.56,,,183102.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
Venezuela,VEN,1998,0.1326,0.0022,0.039,0.0045,0.0332,,1931.0,7290.08,0.0332,9687.3,28947.15,312447.06,,0.92666664,23503816.0,10.0934515,,,,,,,,,,,,,,,,,
Vietnam,VNM,1998,0.1007,0.0007,0.0231,0.0058,0.0263,,2362.4004,2200.0762,0.0263,45378.52,266651.95,1607684.22,,,77128424.0,2.0764184,,,,,,,,,,,,,,,,,
World,OWID_WRL,1998,0.1314,0.0016,0.0395,0.0072,0.0371,,,,0.0371,10006088.5,23146703.91,175868377.04,,,5987312640.0,,,,,,,,,,,,,,,,,,
Yemen,YEM,1998,0.1607,0.0013,0.0488,0.0026,0.0502,,,1101.1909,0.0502,39054.85,13487.67,308823.12,,,17608138.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Zambia,ZMB,1998,0.1207,0.0009,0.038,0.0038,0.0425,,,1108.5187,0.0425,3947.91,26448.4,112729.71,,,9372432.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Zimbabwe,ZWE,1998,0.1073,0.0011,0.0329,0.0069,0.0341,,,4694.403,0.0341,4394.32,112111.41,204450.91,,,11548365.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Afghanistan,AFG,1997,0.1757,0.001,0.0478,0.0042,0.0511,,,,0.0511,69515.53,31533.81,174018.91,,,17788818.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Albania,ALB,1997,0.1172,0.0011,0.039,0.0047,0.0255,,,4539.818,0.0255,2124.05,5022.67,72512.54,,,3253721.0,,Southern Europe,,Europe,,,,,,,,,,,,,,
Algeria,DZA,1997,0.1498,0.0019,0.0486,0.0037,0.0439,,,8496.63,0.0439,97561.01,44064.61,426980.84,,,29476030.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
American Samoa,ASM,1997,0.1111,0.0014,0.0415,0.0075,0.0278,,,,0.0278,197.08,115.06,1337.13,,,55595.0,,Polynesia,,Oceania,,,,,,,,,,,,,,
Andorra,AND,1997,0.1542,0.0052,0.0592,0.0098,0.0398,,,,0.0398,117.16,191.7,2126.66,,,64702.0,,Southern Europe,,Europe,,,,,,,,,,,,,,
Angola,AGO,1997,0.1366,0.001,0.04,0.0036,0.0599,,,2809.5435,0.0599,8515.73,12749.55,172504.13,,,14871148.0,,Middle Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,1997,0.139,0.0026,0.0445,0.0082,0.0305,,,13282.802,0.0305,244.43,120.67,649.29,,,71233.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Argentina,ARG,1997,0.138,0.0032,0.054,0.007,0.0279,,1895.961,15884.046,0.0279,11198.67,112544.57,1247380.45,,,35815968.0,23.406992,South America,Latin America and the Caribbean,South America,,,,,,,,,,,,,,
Armenia,ARM,1997,0.1154,0.001,0.0331,0.005,0.0296,,,3621.5447,0.0296,6489.36,4250.83,137174.67,,,3271422.0,,Western Asia,,Asia,,,,,,,,,,,,,,
